senseId	entryId	lemma	partOfSpeech	synsetId	subcat
awn4-s65d959dd73a6	awn4-e4a2615335f50	يغمر	v	awn4-00217578-v	
awn4-s65d9b83ae7a1	awn4-e3a3669944edb	رداء أبيض فضفاض	n	awn4-04372081-n	
awn4-s65d9d76eb7e6	awn4-e636d32e320e1	مومياء	v	awn4-02231909-v	
awn4-s65dabd3dd77c	awn4-ec82f41149e1d	داء الديدان الطفيلية	n	awn4-14477020-n	
awn4-s65db0e5dca5b	awn4-e367c12d41d9d	أسد	n	awn4-02131817-n	
awn4-s65db8f783371	awn4-e7f3c6febb1fe	بن شان	n	awn4-11315023-n	
awn4-s65dbb07b5601	awn4-edf6911a219af	أَظْهَرَ	v	awn4-02145619-v	
awn4-s65dbc3ecebb0	awn4-eb732783a17cc	ضارّ	s	awn4-01164319-s	
awn4-s65dc15a696f4	awn4-ebb926bc048ae	لحام تناكبي ومضي	n	awn4-00151199-n	
awn4-s65dcda3a7900	awn4-e74959bf9be19	سويت شيرت	n	awn4-04377543-n	
awn4-s65dce3849802	awn4-e2d3b15bc7bf0	مجال	n	awn4-05132642-n	
awn4-s65dd04c18d9d	awn4-e4fe8578873f8	نِسْيَانِيّ	s	awn4-01985301-s	
awn4-s65dd7bdc2e3f	awn4-e548e2f6473f8	نمط	n	awn4-05854089-n	
awn4-s65de8a857f53	awn4-e7a72afe1a159	مجموعة	n	awn4-08289882-n	
awn4-s65deb0808da3	awn4-e18b4d1e33c40	عسلة أسترالية	n	awn4-12236341-n	
awn4-s65df9b729e8e	awn4-e28fb484c4ed4	نادي القوارب	n	awn4-08247706-n	
awn4-s65e08a4fefb3	awn4-eaafeba2a54d2	شَاحِب	s	awn4-00409522-s	
awn4-s65e0bc7fa7f4	awn4-e06172475131b	ملء	n	awn4-00346467-n	
awn4-s65e132978769	awn4-e659aa6d86125	عتامي	a	awn4-03127266-a	
awn4-s65e19805a4f3	awn4-e897cf00d924f	مهانة	n	awn4-14463954-n	
awn4-s65e1a4152a33	awn4-ee20a13f25d26	سِتَّة وَعِشْرُونَ	s	awn4-02196552-s	
awn4-s65e269226dd6	awn4-eef152185e06c	متوقع	a	awn4-00932808-a	
awn4-s65e371b38826	awn4-eebbd64318a4b	عود تحريك المشروبات	n	awn4-04380882-n	
awn4-s65e3b9e0d46d	awn4-e224c779cfe65	في كل مكان	r	awn4-00026137-r	
awn4-s65e4a1a10171	awn4-e47fcc6619bd6	مذهل	a	awn4-00648515-a	
awn4-s65e58ae90090	awn4-e5d99407fe8e1	رئيس محاكم التفتيش	n	awn4-10162057-n	
awn4-s65e59d80ecd1	awn4-e60c8af4e49e8	قضية	n	awn4-05822776-n	
awn4-s65e5f86a6f42	awn4-ecb480741db44	عالم أسماك	n	awn4-10216236-n	
awn4-s65e5fe5e0626	awn4-efc7bb44df130	بلعم	n	awn4-05458464-n	
awn4-s65e6276b7206	awn4-eed567c3e9ea7	كبد دهني	n	awn4-14140154-n	
awn4-s65e67d19e85e	awn4-e25ebed900648	طائفة قليلات الأرجل	n	awn4-01785846-n	
awn4-s65e6f5e36179	awn4-ef8401f0b926f	معوي	a	awn4-02860932-a	
awn4-s65e8d685027e	awn4-ec0a128e5e24f	وريد مخي كبير	n	awn4-05369564-n	
awn4-s65e8f26613f1	awn4-e97423c192789	رَقَّطَ	v	awn4-01700030-v	
awn4-s65e973ad062d	awn4-e4e777464aea7	عام	a	awn4-00903771-a	
awn4-s65ea3fc17fd5	awn4-ec0fe81170a32	مُبَاشِر	s	awn4-01773691-s	
awn4-s65ea73661c97	awn4-efae1ea7d042a	متلازمة سوء الامتصاص	n	awn4-14330462-n	
awn4-s65eb0152ef42	awn4-ef2882e0260b6	عَوَّدَ	v	awn4-00273709-v	
awn4-s65eb519bc39f	awn4-e7c06935e56db	هَائِج	s	awn4-00086117-s	
awn4-s65ebc37049f2	awn4-ecbcd50048add	اعوجاج	n	awn4-07448702-n	
awn4-s65ec5bc7b105	awn4-e59e11c548af2	حجر الخفاف	n	awn4-14724599-n	
awn4-s65ecbbba7703	awn4-ecdd24c3cdfc0	بشاشة	n	awn4-04662009-n	
awn4-s65ecf307372e	awn4-e9dbbdb153b6d	فاتن	a	awn4-02104548-a	
awn4-s65ecfac550e6	awn4-e4099c8723645	رالف إليسون	n	awn4-10978174-n	
awn4-s65ed50bab974	awn4-ecb7b0c452f65	حلل العصارة	v	awn4-01668599-v	
awn4-s65ed5e3d5854	awn4-eb4df40b6aee0	بيرة بيضاء	n	awn4-07904440-n	
awn4-s65ed73bbee7c	awn4-e49d3d2e661d6	خبطة	n	awn4-00135211-n	
awn4-s65ed76a36904	awn4-e479b5728368f	نَقَرَ	v	awn4-01296385-v	
awn4-s65ed7c47b0e5	awn4-e9b50d6414cc6	للسان الجرس	n	awn4-03041213-n	
awn4-s65ed7fc2a94a	awn4-ea4b2bd0671ee	ليثوسبيرموم كاروليني	n	awn4-12841613-n	
awn4-s65ed96e069bd	awn4-edb0359564e4e	بَاهِظ	s	awn4-01538377-s	
awn4-s65ee0d736a57	awn4-ec04c2d0779f2	مأزق	n	awn4-07368680-n	
awn4-s65ee215b94a7	awn4-e90267fd2d26f	بَاسِل	s	awn4-00265436-s	
awn4-s65ee2870efbf	awn4-e62a9da64497d	فجل حار	n	awn4-07840359-n	
awn4-s65eebfac6543	awn4-ec668cd166619	عكسياً	r	awn4-00078316-r	
awn4-s65ef305df63a	awn4-e46a3b94402df	واقي النار	n	awn4-03351883-n	
awn4-s65ef547960ac	awn4-eb359bb3f91a5	أرومي تجويفي	a	awn4-03061417-a	
awn4-s65f0bc32e378	awn4-e8b067c94c99c	إكليل	n	awn4-11711801-n	
awn4-s65f0e7e92044	awn4-efb9bccee8285	ناضج	a	awn4-01099607-a	
awn4-s65f16fa9e5a3	awn4-e577b2ce7c8b4	قائد طوف	n	awn4-83952679-n	
awn4-s65f1ac9cddd5	awn4-eee17e79af080	طوال الوقت	r	awn4-00068615-r	
awn4-s65f1e64c24d9	awn4-e673a886e5b00	تنشيط	n	awn4-00237688-n	
awn4-s65f22552493d	awn4-e4158034c9ba2	سلاح الفرسان الخيالة	n	awn4-08406857-n	
awn4-s65f29ef71454	awn4-e3d7c3d0b593d	غَيْر مُنَسَّق	s	awn4-01675642-s	
awn4-s65f2b16d173c	awn4-e869de24c40fb	تَوْبِيخ	n	awn4-06725772-n	
awn4-s65f2b4e7dc9e	awn4-e82151576f914	في موقف محرج	r	awn4-00172436-r	
awn4-s65f3d9d727fc	awn4-e80e61e963a17	ملائم للمصلحة	a	awn4-00934824-a	
awn4-s65f3fefc8b46	awn4-eb2a81164e69e	فرانك وينفيلد وولوورث	n	awn4-11417266-n	
awn4-s65f49c81e187	awn4-eac68fa24df21	ذُو عُقَدٍ	s	awn4-02248539-s	
awn4-s65f4ae79802b	awn4-e816fb26c6623	نَكِد	s	awn4-00515906-s	
awn4-s65f5042c1f34	awn4-e914734868869	تشبع	n	awn4-04982607-n	
awn4-s65f52f8afb3e	awn4-e1c3a8290b076	لفت	n	awn4-11898115-n	
awn4-s65f5f958f22c	awn4-ef1b472a166e9	أساس	n	awn4-05801562-n	
awn4-s65f6a2e126a4	awn4-edcce6b73de0a	احتياطي إعادة التقييم	n	awn4-92441227-n	
awn4-s65f707db25b4	awn4-e2d73c35f6fd6	استراحة طريق	n	awn4-04027138-n	
awn4-s65f766dd615c	awn4-e5b8324eb461d	شركة وهمية	n	awn4-08400932-n	
awn4-s65f7be4d70c1	awn4-e02cfb048b814	تسلط	n	awn4-04895983-n	
awn4-s65f86107daa5	awn4-e6067ac6bbfc9	حفرية	n	awn4-08567651-n	
awn4-s65f9721cfba9	awn4-ea3699cd7eb73	بطاقة دخول	n	awn4-06489489-n	
awn4-s65f97b4b2326	awn4-e8c36552bb66a	مؤتمن	n	awn4-10105843-n	
awn4-s65f9ff90ef60	awn4-e527b144e5eba	عرف	n	awn4-01794896-n	
awn4-s65fa2994b970	awn4-e921c6a1a54e2	ألوة	n	awn4-12457182-n	
awn4-s65fa36060bef	awn4-eda97195a4df6	نسائي	a	awn4-02928282-a	
awn4-s65fa3c25f15d	awn4-e60116e71e27c	حَصَدَ بِالمِنْجَل	v	awn4-01322545-v	
awn4-s65fa5184f55c	awn4-ee131a2a0286d	فترة أربع سنوات	n	awn4-15230515-n	
awn4-s65faecfb10a4	awn4-eb16b014d6d7b	صلصة البشاميل	n	awn4-07853338-n	
awn4-s65fb04d6d471	awn4-e5c0e4958f3c3	فصيلة الغوفرية	n	awn4-02356181-n	
awn4-s65fb9e290024	awn4-eefebe712edf0	جنس كلب البحر الشائك	n	awn4-01496328-n	
awn4-s65fc62b0f4d2	awn4-e36543931bd08	بِتَدَيُّن	r	awn4-00311786-r	
awn4-s65fcd2b39e0b	awn4-ebd2b6ffd40bd	عديم الموهبة	a	awn4-01123068-a	
awn4-s65fd737c88c9	awn4-e62a1669e9360	رتبة العناكب	n	awn4-01774607-n	
awn4-s65fd7fc1f371	awn4-ecc34bd993616	أردني	a	awn4-03088663-a	
awn4-s65fd8394abd2	awn4-edc99392ba1e0	رَفَضَ (اتهاماً)	v	awn4-00818489-v	
awn4-s65feedcd63bb	awn4-e9e7cdd4c5c14	وصاية على العرش	n	awn4-00600085-n	
awn4-s65feefbe7ddb	awn4-e7be595b34d38	فصيلة المولوسيدات	n	awn4-02151788-n	
awn4-s65ff40a5bc2c	awn4-ef7782d3a8103	لسبوسي	n	awn4-09730926-n	
awn4-s65ffb9458fe7	awn4-e8832c67b2ca1	ليبيوتا نوسينا	n	awn4-13034857-n	
awn4-s66008c868a64	awn4-e74817606484f	كاتدرائي	a	awn4-02695054-a	
awn4-s6600d51a4359	awn4-e4d9cf2452e6f	راقص	n	awn4-10009040-n	
awn4-s6601e53c00fb	awn4-e2abd60b5da89	الأوديسة	n	awn4-06393816-n	
awn4-s6601f421e63f	awn4-ea8ce0b0a7c14	إعصاري	a	awn4-03069628-a	
awn4-s6602ca39648b	awn4-e2ecdf88670ee	روك	n	awn4-07078755-n	
awn4-s66035fd7e719	awn4-eb50298abeaed	فَاقِد الرَّشَاد	s	awn4-00443382-s	
awn4-s66037c2a3203	awn4-eb6fef75da1b4	جَعَلَه يَتَغَلْغَل	v	awn4-01917700-v	
awn4-s660385417203	awn4-e169def52331a	قضى	v	awn4-00705076-v	
awn4-s6603c69854bc	awn4-ea9132816ca4b	ذُو سَطْوَة	s	awn4-01832879-s	
awn4-s6603e853bf77	awn4-eb3d110b5abec	ماليزيا الغربية	n	awn4-08984077-n	
awn4-s66044418aae4	awn4-e858c8fd641b5	مُنْدَفِع	n	awn4-10563352-n	
awn4-s6604f79c1279	awn4-e179c19cd88ca	القرآن	n	awn4-06473279-n	
awn4-s66053c2c7b59	awn4-e84fbc747aab8	سرخس الجرف الأرجواني	n	awn4-13233073-n	
awn4-s660552dfc154	awn4-e533587a6ab26	غوغن	n	awn4-11012524-n	
awn4-s6606622d26ca	awn4-ee07ffc3df47b	فطر الغزال	n	awn4-13040595-n	
awn4-s6606ce8844af	awn4-e8a400d531c44	ورم الدماغ	n	awn4-14260225-n	
awn4-s66070ce00f9e	awn4-e93b8f4837a83	حصانة وظيفية	n	awn4-00215182-n	
awn4-s6607c1c3a483	awn4-e0e35b0626801	خنق	n	awn4-00418144-n	
awn4-s6607c38036fb	awn4-e28930cdac469	قيد	v	awn4-00199684-v	
awn4-s6607fec5e38c	awn4-ee02cd0335186	فرنك غينيا بيساو	n	awn4-92439496-n	
awn4-s6608719d56eb	awn4-e787d21893b0b	كتلة تصويتية	n	awn4-08497673-n	
awn4-s6608cb78f62a	awn4-e9482ae743665	مَحَا مِن ذَاكِرَتِه	v	awn4-00600024-v	
awn4-s6608e325ba97	awn4-e6bfa88fb1e12	متنزه	n	awn4-08661381-n	
awn4-s6608e4c78ff9	awn4-e706feb2237f6	وضع المشيمة	n	awn4-11701464-n	
awn4-s6608fafb1243	awn4-e87b28dbed5d8	أَنْضَجَ	v	awn4-00928127-v	
awn4-s6609103efb14	awn4-e87c6c83cf94f	أُحَادِيّ اللَّوْن	s	awn4-01790535-s	
awn4-s6609250ada4b	awn4-e567cfb58cf59	يَانْكِيّ	s	awn4-01611052-s	
awn4-s660a121d592b	awn4-e36bebca21218	شيغوة	n	awn4-02190206-n	
awn4-s660a2a81f0a6	awn4-e1d19faf83886	موجة برد	n	awn4-15324340-n	
awn4-s660a2f7e6bc5	awn4-ea753bc3d3bab	نشر	n	awn4-01104341-n	
awn4-s660adfe5ff87	awn4-e6ec1a813ed48	رَمَزَ	v	awn4-00837915-v	
awn4-s660b38f9cd18	awn4-e9b42d78b7738	مُحْكَم	s	awn4-00594206-s	
awn4-s660b396edc48	awn4-e5488b276b42d	مماحكة	n	awn4-06774509-n	
awn4-s660b89b7a85f	awn4-eb715ccc25334	طنجرة ضغط	n	awn4-04007623-n	
awn4-s660ba3352807	awn4-e04bf702aeb96	مدرج	n	awn4-02708060-n	
awn4-s660ba343c22a	awn4-eb84a665062a0	مقبس الهاتف	n	awn4-04409084-n	
awn4-s660baa9a5afc	awn4-ea69ed72916d3	تَأَمَّلَ ذاته	v	awn4-00633253-v	
awn4-s660bf5cc60fc	awn4-eac452e5da14c	في سباق مع الزمن	r	awn4-00152579-r	
awn4-s660c17701fdc	awn4-e9947780fd761	مقياس ماخ	n	awn4-03708121-n	
awn4-s660cdbccfd53	awn4-ef1e14e47721d	وَاقِعِيّ	s	awn4-00669833-s	
awn4-s660cfd671e61	awn4-e0505d7c4caeb	تأمل	n	awn4-04668903-n	
awn4-s660d5a04f836	awn4-e40d005038bac	تأكّد	v	awn4-00664507-v	
awn4-s660d816a81a5	awn4-e961e90db4121	كُومِيدِيّ	s	awn4-01268418-s	
awn4-s660e7ccc7b5e	awn4-ef9b051f011b0	آريا قصيرة	n	awn4-07063674-n	
awn4-s660e83e0c60f	awn4-ed434ff43b75b	عشبة غنية	n	awn4-12415585-n	
awn4-s660ed92af110	awn4-ecd7b6818dc1d	علم الطيور القديمة	n	awn4-06084662-n	
awn4-s660f1cd35b11	awn4-e10f146641c3e	همجية	n	awn4-05045406-n	
awn4-s660f78e04b83	awn4-eb154d1ddf068	رتبة الينفوخيات	n	awn4-02654965-n	
awn4-s660f80a8e3bc	awn4-e958f7ee141e6	حيلة	n	awn4-00172439-n	
awn4-s660fe6126b99	awn4-e7cd4d203aeb5	تَوَسَّلَ	v	awn4-00761546-v	
awn4-s660fe93a6931	awn4-e9956d28eb970	فوا غرا	n	awn4-07874173-n	
awn4-s66128a4aa1e6	awn4-e506405a0309d	طفرة	n	awn4-00365613-n	
awn4-s6612e57e6f69	awn4-e99575fc2d4b7	صاد الثعالب	v	awn4-01147490-v	
awn4-s6612f22c9475	awn4-eb24a27bb341d	إنترو	n	awn4-07059303-n	
awn4-s661444ee13ed	awn4-eae84a1c0061b	تشفير	n	awn4-06366714-n	
awn4-s66147780b631	awn4-ef57ad98ccb90	غدد عنق الرحم	n	awn4-05531713-n	
awn4-s66147eacb985	awn4-e972b5dafaa6f	أوليوفيلي	a	awn4-00494377-a	
awn4-s661492cff14b	awn4-eef1048be09b3	أبخازي	a	awn4-02609866-a	
awn4-s66153f8b66ec	awn4-e30b6d4902dc0	دَفَعَ بِعَجَلَة	v	awn4-02100590-v	
awn4-s6615b90181b5	awn4-e016d88a77ae0	آسك دوت كوم	n	awn4-06591470-n	
awn4-s6615c15d57f8	awn4-e425b7797d13a	مازج	n	awn4-07929420-n	
awn4-s6616ced1036a	awn4-e32b736308114	آمِن	s	awn4-01892090-s	
awn4-s661721484ed8	awn4-e476c31c7744d	بيان	n	awn4-06661469-n	
awn4-s66178c7a5283	awn4-ed87a3f02776f	وَثَّقَ (عند كاتب العدل)	v	awn4-00823762-v	
awn4-s6617a83b8a7c	awn4-ee7b15fae1f78	عَدَم تَجَانُس	n	awn4-04758353-n	
awn4-s6618538b6bf7	awn4-ef7254ec40e94	نعناع موستانج	n	awn4-12880439-n	
awn4-s6618610688e7	awn4-ee776f0ca133e	تريكولوما نمرية	n	awn4-13038848-n	
awn4-s6618903b2907	awn4-e1ab371e45ae6	منطقة التغطية	n	awn4-08534482-n	
awn4-s661909238657	awn4-ea0f574c0b00f	مدرسة ركوب الخيل	n	awn4-08301291-n	
awn4-s66193312b661	awn4-eaff8e97265b5	وُضُوح	n	awn4-04710036-n	
awn4-s6619405686d2	awn4-ef3838a80b115	مَكْسُور	a	awn4-00289948-a	
awn4-s661962d5e930	awn4-e13ec01727553	استجاب	v	awn4-01186429-v	
awn4-s66198bf7312b	awn4-e074efd7ec97e	عدم معرفة	n	awn4-05687452-n	
awn4-s661a84cb1702	awn4-e806508c46082	أخصائي أطراف صناعية	n	awn4-10478162-n	
awn4-s661ba8e1895b	awn4-e8f207675036f	احتكاك	n	awn4-00857705-n	
awn4-s661e410024a6	awn4-e0afa86c8fea2	سوق مركزي	n	awn4-04365794-n	
awn4-s661e5861bae9	awn4-e1236b9d40d3b	حَصَلَ	v	awn4-00345540-v	
awn4-s661e5e520a69	awn4-eee0230b8cde7	ألبوم تكريمي	n	awn4-06604625-n	
awn4-s661e740e060b	awn4-e2ce839636c1e	جدار حماية	n	awn4-03352988-n	
awn4-s661e934c8b00	awn4-e440e501a78e7	أمريكي	n	awn4-09758057-n	
awn4-s661ecc2633e5	awn4-e33a9b0c287a1	مشدود	a	awn4-01450193-a	
awn4-s661f91c07ab7	awn4-ee17331083002	صنع دانتيلاً بالعقد	v	awn4-01678439-v	
awn4-s66201851a984	awn4-e63ac2debe8db	أَقَرَّ بِالهَزِيمَة	v	awn4-01120027-v	
awn4-s662088994d27	awn4-e4dd99afef2ea	مُنْتَظِر	n	awn4-10783393-n	
awn4-s66208d01d401	awn4-ed7e8c49b49c7	ممر محصود	n	awn4-13801119-n	
awn4-s6620ff207cca	awn4-ed198db508f0d	شرائع أوغسطينوس	n	awn4-08165301-n	
awn4-s662104ad9d2e	awn4-ea5a1453308dd	تخليص بريدي	n	awn4-92440700-n	
awn4-s66211ee292c2	awn4-e72802d6b919d	فَاقِد البَرِيق	s	awn4-00285060-s	
awn4-s66215455ba97	awn4-e76fe7aec9cd5	طبقة خام	n	awn4-09402780-n	
awn4-s6621bc670945	awn4-e65dc01c43fb8	تموين	n	awn4-01106229-n	
awn4-s6621d364a21f	awn4-ea30d07343570	نَقَلَ بِالزَّلَّاجَة	v	awn4-01958600-v	
awn4-s6621f28df7a4	awn4-eefca6cf498d9	تَطَوُّرِيًّا	r	awn4-00303375-r	
awn4-s6621ffe9b176	awn4-e56b91f734c85	طرح الورق	n	awn4-00092323-n	
awn4-s6622088b3941	awn4-e3452fc907860	باستياء	r	awn4-00360891-r	
awn4-s662221df884d	awn4-e23377f67a0d7	نظرة	n	awn4-05622259-n	
awn4-s66224e2d729f	awn4-ed8a31cb71801	قاص	n	awn4-10365535-n	
awn4-s6623390a624f	awn4-e5f92e5446cc8	صوم إستير	n	awn4-15223236-n	
awn4-s662352c78906	awn4-e72cd2ac39997	بشكل لطيف	r	awn4-00220805-r	
awn4-s662353258eb7	awn4-eda206f747253	بشكل مبهم	r	awn4-00374004-r	
awn4-s6623e4b3f46e	awn4-e85f59e977ff6	وشيعة	n	awn4-03070033-n	
awn4-s6625059f03c5	awn4-e3ba47725a59d	تسلسلي	a	awn4-01205960-a	
awn4-s662546fab7c9	awn4-e787564010df3	يُعاقَب عَلَيْه	s	awn4-01407374-s	
awn4-s6625bc750122	awn4-e05dfa86682d4	فيلم نوار	n	awn4-06629672-n	
awn4-s6625e0a1241a	awn4-eeb27afd24783	توت السلمون	n	awn4-12677670-n	
awn4-s6625ee74818d	awn4-e9d75aa5ad04e	مفرق الساقين	n	awn4-05605191-n	
awn4-s66271acfc7e7	awn4-e05b2efcfffbe	العصر البرونزي	n	awn4-15256211-n	
awn4-s66272d53b590	awn4-e40fcfdb805ab	مُحْتَفٍ	s	awn4-00708342-s	
awn4-s66275c72ddf7	awn4-e857fde46234b	مُنْسَجِم	s	awn4-00897322-s	
awn4-s662765cee83e	awn4-ea1f8257b1838	رقة	n	awn4-05048657-n	
awn4-s6627b81ad455	awn4-e4d528e0d4201	خَجُول	s	awn4-01899577-s	
awn4-s6627fa1c6c31	awn4-eccd113db6c58	بَائِس	s	awn4-02355625-s	
awn4-s66283db3d328	awn4-eb1c681c45059	مَشْبُوه	s	awn4-01923360-s	
awn4-s66285a3be31b	awn4-eb5f97968d4df	موسيقية	n	awn4-04990651-n	
awn4-s66285cc1ae55	awn4-e4f23264e5efd	رعاية في المستشفى	n	awn4-00659870-n	
awn4-s6628a7e684d6	awn4-ef5c9bfba6b53	عاد للدخول	v	awn4-01856878-v	
awn4-s6628befe5ecc	awn4-e82aac66402d7	عربة تبريد	n	awn4-04078076-n	
awn4-s662979377310	awn4-ea1681edb02d8	التيار السائد	n	awn4-05964053-n	
awn4-s662987449807	awn4-e396e149c2215	قشف	v	awn4-00338238-v	
awn4-s6629974616c2	awn4-e1f06c56187ff	بدء التشغيل	n	awn4-00243298-n	
awn4-s662a1a794356	awn4-e171646a6d9b6	يوروكيناز	n	awn4-15008625-n	
awn4-s662a4e7b050f	awn4-eed4a3f475daf	شعر بسعادة غامرة	v	awn4-00105971-v	
awn4-s662a72c9bde7	awn4-e0173785d3fbf	خبازة الشاطئ	n	awn4-12202566-n	
awn4-s662a8c916596	awn4-ec9d55747f677	إنسيفالارتوس	n	awn4-11623697-n	
awn4-s662b24b9040e	awn4-e5e7cda72cfe6	تَفَاهَة	n	awn4-05213841-n	
awn4-s662b26fc6383	awn4-e2aad0116cbe8	الفصيلة الديابنسية	n	awn4-12270930-n	
awn4-s662b6988fd7e	awn4-e529fc40e3208	حَوَّلَ	v	awn4-01438013-v	
awn4-s662bf5491903	awn4-e73bd0e79b0ce	فيلسوف ما قبل سقراط	n	awn4-10489096-n	
awn4-s662c0e4da419	awn4-eb89bb04e064e	ثعبان	n	awn4-01729333-n	
awn4-s662c3a46a2f2	awn4-e63629b612aee	ثَأْر	n	awn4-01238738-n	
awn4-s662d784638fd	awn4-e7fffc4a1d1bf	محمصة خبز نابضة	n	awn4-92448960-n	
awn4-s662edc935707	awn4-e6619f741d64b	شبه الظل	n	awn4-14008704-n	
awn4-s662ef13d3229	awn4-eb3b72b96c986	مُتَبَخِّر	s	awn4-02271026-s	
awn4-s662f06cb214d	awn4-e66d6319b80f7	إلهام	n	awn4-05816110-n	
awn4-s662f1c85f9df	awn4-e0b5b4beae88a	ملابس رقص	n	awn4-03716176-n	
awn4-s662f4854d015	awn4-e8444b0d25abf	ميدان اختبار	n	awn4-08680308-n	
awn4-s662f6dd2e5b4	awn4-ecc3eb68be234	سَاكِن الرِّيح	s	awn4-00304378-s	
awn4-s662f81713904	awn4-ebc786e215771	غرين	n	awn4-09216160-n	
awn4-s662fc655ea1b	awn4-e23b66854d20b	ورق تصوير	n	awn4-03932650-n	
awn4-s662fd46a10bb	awn4-ee7f064bfff7d	فقد البروتين الشحمي بيتا من الدم	n	awn4-14175366-n	
awn4-s6630324d6860	awn4-e71cf92a86424	ألفريد ثاير ماهون	n	awn4-11169473-n	
awn4-s66306d24819c	awn4-ede21ec5ad095	ذرة هيدروجين	n	awn4-14664934-n	
awn4-s663086c87d49	awn4-e28930cdac469	قيد	v	awn4-01291239-v	
awn4-s6630ae9b1228	awn4-eaf936dabeeab	صناعة الحاسوب	n	awn4-08084401-n	
awn4-s663119409cb2	awn4-e9b3561930f2a	تشو إن لاي	n	awn4-11426310-n	
awn4-s66311d78a3d7	awn4-e78efa49406f5	قلبي	a	awn4-02926215-a	
awn4-s663177473e2b	awn4-e519065190117	ديكنز	n	awn4-10954161-n	
awn4-s66318425166a	awn4-e65f29745e91d	سطح ليدو	n	awn4-03667533-n	
awn4-s6631945d612e	awn4-e48fbc9e22287	مُتَسَاوٍ	s	awn4-02381088-s	
awn4-s66326a919dfc	awn4-e97fd0ef49422	عقل	v	awn4-01292236-v	
awn4-s6632879e6256	awn4-e1e78042cac54	ذُو مِصْدَاقِيَّة	s	awn4-00617814-s	
awn4-s66340d905937	awn4-ea911a5fff109	طوقان صغير	n	awn4-01846360-n	
awn4-s663452701a27	awn4-e44d750a73bc9	أجهد نفسه	v	awn4-01148848-v	
awn4-s6634bacd99d6	awn4-ede9d8c618d10	أسماك الفرخ	n	awn4-02559254-n	
awn4-s6634fb472603	awn4-e789851629710	أَصِيل	s	awn4-01119377-s	
awn4-s663512fbef73	awn4-ec2eb44267d52	حراري	a	awn4-02825291-a	
awn4-s66352bf39ce3	awn4-e936d24e915ce	غوستاف كليمت	n	awn4-11127625-n	
awn4-s66367e5476f9	awn4-ee2680bbe0940	قيادة الكنيسة الكاثوليكية	n	awn4-08102450-n	
awn4-s66372ec4508f	awn4-e2e15893e0502	حق التصويت	n	awn4-05194714-n	
awn4-s6637492458dc	awn4-e9eed8bfb7ada	أذن	n	awn4-05328447-n	
awn4-s66379c0385c1	awn4-e214a76f69846	بخيل مقتر	n	awn4-10453818-n	
awn4-s663827cef7ff	awn4-eab67323f55bf	كفيف	n	awn4-09879536-n	
awn4-s66384d831623	awn4-eaf545b625e75	بروح رياضية	r	awn4-00466176-r	
awn4-s66386a49870d	awn4-e0ad712b1fb1d	أحس	v	awn4-02110960-v	
awn4-s6638844720af	awn4-e282e62409eb8	حرفية	n	awn4-06209628-n	
awn4-s6638e051ab5d	awn4-e518e48b3a8aa	تَأَهَّبَ	v	awn4-01810076-v	
awn4-s66393f1d5576	awn4-e5305b48bb3b9	نتيجة طبيعية	n	awn4-07308966-n	
awn4-s66394b92013d	awn4-eb3a8935093b2	صدر ضأن	n	awn4-07683225-n	
awn4-s6639a6329c3a	awn4-e9764f78834ee	سدد	v	awn4-01086877-v	
awn4-s663a13ee90fe	awn4-eaa4a934c8c3a	عصر سيلوري	n	awn4-15153152-n	
awn4-s663a980ec5d7	awn4-e2d4d59671fce	كستناء أوروبية	n	awn4-12283721-n	
awn4-s663ab5a98837	awn4-eca6391a1888a	لَدِن	s	awn4-01143790-s	
awn4-s663b91134eaa	awn4-e102785650a34	سفح رملي	n	awn4-11485824-n	
awn4-s663c05ca869e	awn4-e1653159d2937	أكثر	a	awn4-01560125-a	
awn4-s663c10d977fd	awn4-e3a4b569ffba9	صلصة البط	n	awn4-07840244-n	
awn4-s663c42439de2	awn4-e303f9646563a	مقاطعي	a	awn4-03064368-a	
awn4-s663c8436e087	awn4-ea325a20f26ca	تسوغا كندية	n	awn4-11647963-n	
awn4-s663d3ba49452	awn4-e706af2b80a02	بلشون	n	awn4-02010970-n	
awn4-s663d86c63db4	awn4-ef97b81a20b24	محرك شريط	n	awn4-04399851-n	
awn4-s663df34100b3	awn4-ebe66308470f7	بِدُونِ ثَلْج	s	awn4-01913613-s	
awn4-s663f1ddaa15c	awn4-eec48f673980b	ضعيف الذاكرة	a	awn4-02013127-a	
awn4-s663fb65dc172	awn4-ea63ad60439ab	هيرمانيا	n	awn4-12220832-n	
awn4-s663fe3433596	awn4-e98c1ed51c57c	عنوان صارخ	n	awn4-06357143-n	
awn4-s664022fd94b4	awn4-ea641fe724411	البحث عن الكنز	n	awn4-00461767-n	
awn4-s66403ca7df52	awn4-e08cfd0050b79	لأعلى	r	awn4-00097186-r	
awn4-s664059126863	awn4-eb0cfa3f3c951	مقلب الصفحات	n	awn4-92459525-n	
awn4-s6641a7019600	awn4-e8cffcfd9ba8a	ملجأ	n	awn4-04199281-n	
awn4-s6641c5eb2116	awn4-e57d1a89af8e2	زرعة عدسة	n	awn4-03662565-n	
awn4-s66420c42658d	awn4-e527a71dd0278	قِيثَارِيّ	s	awn4-02154982-s	
awn4-s66421d31a382	awn4-e0b5cb0c5bc9f	ريشة جيتار	n	awn4-03472728-n	
