entryId	lemma	partOfSpeech
awn4-e74a4862de593	مِضَحَّة	n
awn4-e74a4df28f09b	ميكانيكا نيوتنية	n
awn4-e74a51967284f	أمن (ضد عبث الأطفال)	v
awn4-e74a55c6183cd	نزع الملكية	n
awn4-e74a5a3c5bfed	رتبة الكاريات	n
awn4-e74a7354e0782	ثقب دبوس	n
awn4-e74a7e674e271	سَامّ	s
awn4-e74a8525b7062	الفصيلة الكازارينية	n
awn4-e74a85aa0f744	يصيب بالتخمة	v
awn4-e74a8e68cb844	الليلة	r
awn4-e74a90546b756	الأمر برمته	n
awn4-e74aa0c075939	كاثوليكي شرقي	n
awn4-e74aa7b083885	ربط بحزام	v
awn4-e74aab90ff55e	كاتاوبا	n
awn4-e74aade810036	كلب البحر	n
awn4-e74ab183f5ea4	اختطاف	n
awn4-e74ab91a31917	عيني	a
awn4-e74abb8d1ca38	بيغونيا درنية هجينة	n
awn4-e74ac41573444	قطعة مفصلية	n
awn4-e74ac8c92a1e2	ماطل	v
awn4-e74acb551cc89	تنسيق حدائق	n
awn4-e74ad8addefbf	الجهاز الشبكي البطاني	n
awn4-e74ad98cea3d8	تجديد الشباب	n
awn4-e74adb257ae6a	مستقيمي سيني	a
awn4-e74ae2c70c444	عُنْوَان الْمُرْسِل	n
awn4-e74aec0a1404c	14 يونيو	n
awn4-e74b1adbcd07e	صرارة	n
awn4-e74b207899468	غير محتجب	a
awn4-e74b26ea69494	وَجْهًا لِوَجْه	s
awn4-e74b26fee1323	بلا شكل	r
awn4-e74b3251592e1	اللتزامات مالية	n
awn4-e74b336a089bc	ناتج	n
awn4-e74b441c98515	مؤيد للثورة	n
awn4-e74b472b509e5	قراد شوكي الملامس	n
awn4-e74b4d362599d	خشب الفاكهة	n
awn4-e74b51fa620e8	مدرسة قواعد	n
awn4-e74b6d7c7330a	حزمة جسيمات	n
awn4-e74b79a6bb740	وضع اللوتس	n
awn4-e74b7ea3a1953	بيك	n
awn4-e74b808f1d53f	شَنَّجَ	v
awn4-e74b8a6209dbf	ساراتوجا سبرينغز	n
awn4-e74b8c2914dfa	نجار	n
awn4-e74b915924eee	تفلطح	n
awn4-e74b9922c03a2	ويليام هوغينز	n
awn4-e74ba22fba0d0	تشا تشا	n
awn4-e74ba9ce598b5	حدود الولاية	n
awn4-e74bac1f7c57a	تَرْكِيب تَشْرِيحِيّ	n
awn4-e74bafa34da13	بيلا بارتوك	n
awn4-e74bb9fc6a00b	بازلاء أسترالية	n
awn4-e74bc4b8ae7f7	جُزْء نَبَاتِيّ	n
awn4-e74bc91f32148	ماريلاندي	n
awn4-e74bca0f4df02	البلقان	n
awn4-e74bcd06b8072	هَاوٍ	s
awn4-e74bd1d0ed789	مغاربي	n
awn4-e74bd31917f22	زهرة الساعة	n
awn4-e74be5db6564c	عداء كامن	n
awn4-e74beaaf63cd1	عملية تسلسلية	n
awn4-e74bebec8a1a0	نحمة	n
awn4-e74bed7153b70	هزّ المشاعر	v
awn4-e74bf13b64871	مرطّب	n
awn4-e74bf69fc49e9	غير مسجل	a
awn4-e74bf9760c410	رقص السامبا	v
awn4-e74bfee735dd0	أداء مسرحي	n
awn4-e74c056aed31c	يعمل عملاً إضافياً	v
awn4-e74c089557e0a	رطل الصيدلة	n
awn4-e74c0d72444e2	مقرنص	a
awn4-e74c13e38d7aa	موقع حفر	n
awn4-e74c26c070e51	ورب	n
awn4-e74c2e4daf4fd	كاليبسو	n
awn4-e74c4596f9fd4	أمين سر	n
awn4-e74c55d9d64a3	نورن	n
awn4-e74c57aa278e4	توماس إديسون	n
awn4-e74c60386c148	عدن	n
awn4-e74c613822515	مَسِيرَة اِحْتِجَاجِيَّة	n
awn4-e74c6bc3d49ab	ياور عام	n
awn4-e74c70f356dc6	ذُو نِهَايَات بُرْعُمِيَّة	s
awn4-e74c758644529	بِغَيْر جَدَارَة	r
awn4-e74c7605aa08f	قشط الرغوة	v
awn4-e74c7fb05b19a	أوفست ضوئي	n
awn4-e74c844b24395	نَشِيط	s
awn4-e74c8724d1e05	كلّف	v
awn4-e74c8f43b26aa	إل إس دي	n
awn4-e74c901f74c62	مُتَقَبِّل	s
awn4-e74c903c41013	اِثْنَا عَشَرِيّ	s
awn4-e74ca280e9c36	قماش البينا	n
awn4-e74ca96783dc3	قديد	n
awn4-e74cb7d9499e4	توقعات	n
awn4-e74cba508e953	الدامة	n
awn4-e74cbed0229ea	فراء القندس	n
awn4-e74cc5ca94d08	غطاس مبقع المنقار	n
awn4-e74cfe44b5da4	مثقفة	n
awn4-e74d01d6551bc	طابع إقليمي	n
awn4-e74d0af6a613c	خُصُوصِيَّة	n
awn4-e74d0b2966cd3	مخالفة	n
awn4-e74d0cf7dbd9f	قطعة فرو للعنق	n
awn4-e74d0d0aaf333	صفحتان متقابلتان	n
awn4-e74d1fa0d78ed	أوشاس	n
awn4-e74d2b2e822d2	نِسْوِيّ	n
awn4-e74d2ba7097bf	سيتويل	n
awn4-e74d330ee825c	شراء ألاسكا	n
awn4-e74d36f1fffa4	هيوستن	n
awn4-e74d388af9aa5	تلميع أحذية	n
awn4-e74d5169c7239	تيرابت	n
awn4-e74d528c1ffa9	عدس الماء	n
awn4-e74d566adb38a	فَتّاك	s
awn4-e74d6357017b6	وقائع	n
awn4-e74d744bbf905	أَنْقَصَ	v
awn4-e74d76cde6f3b	امتحان القبول	n
awn4-e74d78dad1fa6	بالمولد	a
awn4-e74d83d8e5543	وضع مشيمة محوري	n
awn4-e74d91a9edb19	غينيا الاستوائية	n
awn4-e74d923b551c8	درع يدوي	n
awn4-e74d99d698b93	أنبوب اللحن	n
awn4-e74da1a6bbaf0	تعبير ذو وجهين	n
awn4-e74daecf85540	مُتَنَطِّع	s
awn4-e74daefab9248	فلاوندر	n
awn4-e74db16dfc10c	يطبق	v
awn4-e74db9a44b804	دين منزل	n
awn4-e74dba3118788	ألترامارين	n
awn4-e74dca713ea49	واقٍ	n
awn4-e74dcefce177c	ذبابة بيضاء فائقة	n
awn4-e74ddd68aa6a2	فراء المنك	n
awn4-e74ddd87f5976	أَلَحَّ على	v
awn4-e74de21ec61ab	التهاب الجيوب الشامل	n
awn4-e74de665f8200	سابغة	n
awn4-e74dea4b3c87d	وريد دقيق	n
awn4-e74df1e14a9b4	مخطط انسيابي	n
awn4-e74df3f55f590	شركسي	n
awn4-e74e08874e2e3	شعور بالحركة	n
awn4-e74e0a01727f1	مبدأ غيشتالت	n
awn4-e74e15ed75fb5	غلطة	n
awn4-e74e21083d22f	اتَّخَذَ مَسْكَناً	v
awn4-e74e219a21a76	ارتفاع القيمة	n
awn4-e74e230b634d9	الدولة العثمانية	n
awn4-e74e2354d03aa	أنثيروبياس	n
awn4-e74e24b9e8197	منشار كهربائي	n
awn4-e74e2e244cfe4	نشاز	n
awn4-e74e311f88640	فول سوداني	n
awn4-e74e3ae5558ab	نَمَا بِإِفْرَاط	v
awn4-e74e3f39ddb04	بوت باي	n
awn4-e74e3f4b479f4	برق متشعب	n
awn4-e74e508cf9c83	سانيكولا أوروبية	n
awn4-e74e57adfe7f2	بالوفيردي	n
awn4-e74e596880502	فستان صيفي	n
awn4-e74e6110af7e5	نزوح جماعي	n
awn4-e74e6558feea6	منحة وقفية	n
awn4-e74e718ad4c84	كرتون	n
awn4-e74e8ed7d2a20	مِنجل	n
awn4-e74e932cc97c2	يهودية محافظة	n
awn4-e74e95f200801	صَنَّفَ حجمياً	v
awn4-e74ea94e72afa	سجل الفهرس	n
awn4-e74eb76706dee	منعكس الرضاعة	n
awn4-e74eb85a45096	قرض تقسيط	n
awn4-e74eb99a15868	بالغ	n
awn4-e74ebccc4d895	خنزير الأرض	n
awn4-e74ec2c98a98f	مُوَجِّه	s
awn4-e74ec56a43993	رجل السروال	n
awn4-e74ec8a37a9ac	سلطة تشريعية	n
awn4-e74ecceba99d0	ATM	n
awn4-e74ed27842012	تهيج جنسي	n
awn4-e74edb0b28910	الأنجلو نورماندية	n
awn4-e74eec1e176f0	مثال سيء	n
awn4-e74eef0553767	سَاتْيَاغْرَاهَا	n
awn4-e74ef0b5dd473	رَأْسِيّ	s
awn4-e74ef29be3911	قطعة فم	n
awn4-e74ef5653043f	وحدة شدة المجال	n
awn4-e74ef5833366d	خطورة بالغة	n
awn4-e74ef736d2823	تَبَادُل	n
awn4-e74ef87d2120e	جنس ميكروستوموس	n
awn4-e74f0c2221b5c	ضغط صدر مائل	n
awn4-e74f19f10e38e	أسل شائع	n
awn4-e74f20e0dff9b	جَالِس	s
awn4-e74f21090f76d	شو	n
awn4-e74f21613320e	نيغرام	n
awn4-e74f240f1d984	ثَمَانِيَة وَثَلَاثُونَ	s
awn4-e74f3b71e635f	أرزية أوروبية	n
awn4-e74f4588bbad6	عشب القلي	n
awn4-e74f47746f7e5	نبيل	n
awn4-e74f4fbaf81bf	أقحوان ملون	n
awn4-e74f5d0c092f6	بتيالين	n
awn4-e74f691f6df42	تفريدي	a
awn4-e74f715d19510	باتريك مانسون	n
awn4-e74f71aec7e38	نَمَا	v
awn4-e74f7aecfa724	جميز	n
awn4-e74f80752a196	نداء استغاثة	n
awn4-e74f95ae37f7d	أَرَاحَ	v
awn4-e74fa651c060e	عَائِد إِلَى الوَطَن	s
awn4-e74facbf916a7	سيمازين	n
awn4-e74fafb6837a1	نسطور	n
awn4-e74fb1f1a35ee	صنوبر أصفر قصير الأوراق	n
awn4-e74fb51157f73	نبات مخفي التكاثر	n
awn4-e74fb529c74c0	كسا بالصقيع	v
awn4-e74fba823473e	بيلينغز	n
awn4-e74fc9509dc49	سَقَى	v
awn4-e74fd5c45c9b7	أمسية	n
awn4-e74fd7aaef930	عمل سكالوب	v
awn4-e74fdb7bd0cb6	نحويّ	n
awn4-e74fe1ffd9f40	تَأَوَّهَ إِعْجَاباً	v
awn4-e74fe975f1805	كان ولياً	v
awn4-e74ff0d76b9b5	حزام نسيجي	n
awn4-e750090ad40ac	سلك دجاج	n
awn4-e7500c18f7093	غَارِقٌ حَتَّى أُذُنَيْه	s
awn4-e7500e551a3ee	رتبة السلحفيات	n
awn4-e75016ad5be91	Python	n
awn4-e7501e0a4056d	رتيبة فأريات الشكل	n
awn4-e7502fddd02ab	صيد بالكلاب السلوقية	n
awn4-e75030bd58011	سينما بروجيكتور	n
awn4-e7503aad47833	الفصيلة الأوركستية	n
awn4-e7503db9b4ba7	بمظهر رث	r
awn4-e7503f1f3f578	دورة توجيهية	n
awn4-e7504d6a3fe73	رسملة السوق	n
awn4-e7505525d3e32	كالامينت شائع	n
awn4-e7505e9227512	متدين	n
awn4-e750705a37fc5	بالطبع	r
awn4-e75077fa3d0d5	كَيْدِيّ	a
awn4-e7507947ebb80	شقائق النعمان الحرجية	n
awn4-e750799854b89	جني	n
awn4-e75085adc2951	نهر سسكويهانا	n
awn4-e750909620816	عفوصة	n
awn4-e7509143a1eb5	جنس العرعر	n
awn4-e750980a55bd7	مُتَعَدِّدُ الجَوَانِب	s
awn4-e7509c56aa1cd	فصيلة الريزوبيات	n
awn4-e750bae5454ac	مسؤول الرواتب	n
awn4-e750bfca00ef8	مُتَطَاير	s
awn4-e750e21c613ac	حليمة	n
awn4-e750e54ec0824	بؤرة	n
awn4-e750e57a4b959	جفاف العين	n
awn4-e750f74123b3b	تصادف	n
awn4-e750f7fa89fd7	ممرضة قابلة	n
awn4-e750fab580dcc	اللوح الفارغ	n
awn4-e751037776501	لغة ماتولي	n
awn4-e75117aa8b434	وَافٍ	s
awn4-e75118bf9b56e	صمغ المستنقعات	n
awn4-e7512043a4712	جلسة ارتجال موسيقي	n
awn4-e751326d8178a	قيلة مستقيمية	n
awn4-e7515177d69b5	أجراس أيرلندا	n
awn4-e75157f2ec6f4	ميتشوم	n
awn4-e751657e0e9c3	زرنيخي	n
awn4-e7516bf5887a9	غطيط	n
awn4-e7517ad4c59f2	قَهْقَاهِيّ	s
awn4-e75183095a239	رجل ميليشيا	n
awn4-e7518b7ec4bbd	جنس الخزامى	n
awn4-e75190dca19e5	مشط مرن	n
awn4-e751a14e240be	تعاليم	n
awn4-e751a9ba4a333	نظام تقييم	n
awn4-e751bb1777569	يسروع	n
awn4-e751bbd4f918a	مُهَمِّد	n
awn4-e751bfa2f1459	عدم ذوق	n
awn4-e751c0d4a1e69	جَوْهَرِيَّة	n
awn4-e751c4cb41177	غَيْر كُفْء	s
awn4-e751ce6797c79	تحضين	n
awn4-e751d18f62fad	دوكسيبين	n
awn4-e751d379dcde6	أَثَارَ أَعْصَاب	v
awn4-e751e6ecf7f3d	بُرُودَة شِتَائِيَّة	n
awn4-e751e8f70ee9f	مصادفة	n
awn4-e751f549f46a5	أَنْهَضَ	v
awn4-e752031699267	كهروضغطي	a
awn4-e7520704c5089	أَعَادَ التَّشْكِيل	v
awn4-e75212a4efec6	شَيْطَنَ	v
awn4-e75220bc57c9e	جلبان مشعر	n
awn4-e7522713def8f	تُوِيتَر	n
awn4-e7523a689c3c7	كاكا	n
awn4-e75245ab9bce4	نظام جيرو	n
awn4-e752477cec099	عضو طاقم جوي	n
awn4-e752510a33ae6	جنس كاليوفيس	n
awn4-e75251b253c49	صديق	n
awn4-e7525dd432414	ملعب الفريق المضيف	n
awn4-e7526ebfa2f71	قَفَزَ	v
awn4-e752704334655	عسر الشم	n
awn4-e75274261fb72	خليج سرت	n
awn4-e752755597b82	مراسل أجنبي	n
awn4-e75275aa3a744	نحلة بناءة	n
awn4-e7529ea29ee13	شَرِيف	s
awn4-e752a05a944e9	جيمسي	a
awn4-e752a1c4908ee	عصارة الإبداع	n
awn4-e752a57487272	أَصْغَى بشغف	v
awn4-e752a9340db40	مُرْتَزِق	s
awn4-e752af02069db	شريط متعرج	n
awn4-e752b327aa6a9	بوذا	n
awn4-e752b427c2150	رتيبة الرئيسيات العليا	n
awn4-e752bb57afc20	حرف A	n
awn4-e752c01b36224	عصر	v
awn4-e752c2986af03	تكلفة المعاملة	n
awn4-e752c509a0c4a	غَيْر مَمْلُوك	a
awn4-e752cbb7a71f5	فولاذ المثاقب	n
awn4-e752ddd893ec2	مضمون	n
awn4-e752edc4e3c2e	موسكوفي	a
awn4-e752fbfaeae93	تكاسل	n
awn4-e752fcd072b4e	انخراط	n
awn4-e752fe4ea8417	يخنة دجاج	n
awn4-e7530c531db7d	هبط	v
awn4-e753144b293f2	فخذة مدورة	n
awn4-e7532e9c75184	معطف طويل	n
awn4-e7532fd383505	غير منغم	a
awn4-e7533093c9353	ربع دولار	n
awn4-e7533f4cfc526	حامل اللقب	n
awn4-e753492caa07d	تَرَقُّع	n
awn4-e7534a068b7f3	فَكَّ المِشْبَك	v
awn4-e7534ff44e309	أَعَادَ التَّعَارُف	v
awn4-e75358198a615	سمنتيت	n
awn4-e7535e55e4f5f	يحيط كإطار	v
awn4-e753775e329ac	كافا	n
awn4-e7537d6ab6802	رينغو ستار	n
awn4-e7537f29adf8e	إنتاجية	n
awn4-e7538453a5df8	سَمَاوِيّ	s
awn4-e753897472ed7	فرقة جنود	n
awn4-e7538d560a626	نيلة برية	n
awn4-e7538f8f42162	هبة	n
awn4-e75399979c3e4	الأعباء كاملة	n
awn4-e753a4be1cda6	بوقية	n
awn4-e753ac5cba35c	فصيلة الإسبارجانيات	n
awn4-e753b294380cb	أفعى جرسية ماسية الظهر الغربية	n
awn4-e753c103f752d	وصل بمركبة	v
awn4-e753db323bb64	فيروس الورم المتعدد	n
awn4-e753e11c4f03e	تداخل الإشارات	n
awn4-e753e3296d3ef	مريمية سوداء	n
awn4-e753e62c24060	إقامة طبية	n
awn4-e753f050474f4	خط سيغفريد	n
awn4-e753fc54bc8c7	سباق الكلاب	n
awn4-e75404598a3a9	اسم الجمع	n
awn4-e75406eb2348c	سيراتوصورات	n
awn4-e7541c5f683c0	إدموند هويل	n
awn4-e7542d2af01ab	سُدْس	n
awn4-e75439517f2fc	اللغات اليومية	n
awn4-e754402a83c10	كوب زجاجي	n
awn4-e75442dadc026	ثقب غاطس	n
awn4-e7544a9c9e2e3	مُحَمَّل	s
awn4-e754506f71cd2	ساركوسوماتاسيا	n
awn4-e754544316aef	الفصيلة الفلغورية	n
awn4-e75455dbfde70	نيزك متفجر	n
awn4-e7545a59e82fe	جنس ساركوفاجا	n
awn4-e75463f7eb224	الأسوأ	n
awn4-e7546c0b8c580	كروتالاريا	n
awn4-e7546c213e60b	توافقي	a
awn4-e754730fe7859	كائني	a
awn4-e754744a44365	متعدياً	r
awn4-e75475245b960	أكسيد الزنك	n
awn4-e7547c4736619	كوريغراف	n
awn4-e7547ce00c689	فَصْلِيّ	s
awn4-e7548a550a2d6	إطار سيارة	n
awn4-e754a9d22ab77	فترة سجن	n
awn4-e754aad6b9537	جنس أوفيودريس	n
awn4-e754b1d96bafb	سير الحقائب	n
awn4-e754b27e49a19	روسي	n
awn4-e754b3fb27d8e	بانادول	n
awn4-e754b5090896b	اسم الكاتب	n
awn4-e754b71477877	مجموع الرهان	n
awn4-e754bb31abc50	ورد شارون	n
awn4-e754d00894abd	تجريد	n
awn4-e754d0f3cbefd	بَالِغَةُ سِنِّ الزَّوَاج	s
awn4-e754d1d72a4a9	لاَيَنَ	v
awn4-e754d5d6c7f8d	سوبرفكتا	n
awn4-e754d83850c56	طحالب	n
awn4-e754da4b3ce98	حَالِم	s
awn4-e754e92bf10c7	قصيدة مدح	n
awn4-e754f00105207	أناني	n
awn4-e754f00fc0e9f	كاتم أسرار	n
awn4-e754f7fec9287	قَذَفَ بِالمِقْلَاع	v
awn4-e754fa31eaefb	أوغست فايسمان	n
awn4-e754feb0c495b	كوارتيت	n
awn4-e755095a64ce5	غرايسي ألين	n
awn4-e7550d93a77cc	حوام	n
awn4-e7550f7834517	توماس واتسون	n
awn4-e75513fd617ea	أموال ميسرة	n
awn4-e7551efd4f734	مادة الفراش	n
awn4-e75523f4e4390	أسترالوبيثكس روبوستوس	n
awn4-e75525e97b2cd	فريديريك أوغست بارتولدي	n
awn4-e75528941f7f3	بِصَلْصَتِهِ الطَّبِيعِيَّة	s
awn4-e75531ceec93f	شفطة	n
awn4-e75536277b11d	ثيلافيا	n
awn4-e75537ec6a533	أنتركوت	n
awn4-e755388439683	غَدَّار	s
awn4-e75550863f407	التهاب الدماغ السباتي	n
awn4-e7555089fb37d	قَلَّلَ من الاحترام	v
awn4-e7556b608e281	ذباب القمل	n
awn4-e755755b12d09	تأويل فني	n
awn4-e7557b8b10982	شَبِيه بِالجُبْن	s
awn4-e755868480597	ناسور	n
awn4-e75588147f771	قانون تجاري	n
awn4-e755acc6579e5	الفصيلة الأوبستوكومية	n
awn4-e755b770d9053	دعّم (هيكلياً)	v
awn4-e755b8690c68f	روثا	n
awn4-e755bb492ff72	مُحَاط	a
awn4-e755c068aee6b	خاركيف	n
awn4-e755ca803a879	انحفاظ	n
awn4-e755d82303def	بلياردو الجيوب	n
awn4-e755de7e2d186	مُخَضْخَض	s
awn4-e755def4fefa4	يتفوق في اللعب	v
awn4-e755e1dc3746f	لوفاج	n
awn4-e755e74200a7d	إعادة ترميز	n
awn4-e755ebf1107ec	جسم ثفني	n
awn4-e755eefc5338e	جنس نوميا	n
awn4-e755fab73017d	مِنْ مَسَافَةٍ قَرِيبَة	s
awn4-e7561e687d0f7	محراث متعدد الأخاديد	n
awn4-e75621d08a674	بلا لسان	a
awn4-e756240d03d91	قبل الظهر	n
awn4-e756292a225b3	مُساء استخدامه	a
awn4-e7563245cd09f	عثة قرن الوعل	n
awn4-e756341531c20	فِيفَاتْشِي	s
awn4-e756398dc4807	مُشَبَّع	a
awn4-e7563ae6fe862	شريان حيائي	n
awn4-e756438f0470a	مدخل طريق	n
awn4-e756478f017e9	ضَرَر	n
awn4-e75648c34aad7	زي مسرحي	n
awn4-e75650b075d79	جن منزلي	n
awn4-e7565614cd60e	مُنْتَبِه	s
awn4-e756586355149	غجري إسباني	n
awn4-e7565c696438a	كهرباء حرارية	n
awn4-e75663b0231d6	قياس الحرارة	n
awn4-e75665d51a8f2	أحجار التبليط	n
awn4-e756670b5dcb1	حاسب	v
awn4-e75667997e1aa	بوبي جونز	n
awn4-e7567304b7b68	بوق النداء	n
awn4-e7567cebcb861	تشريح سريري	n
awn4-e756838f798ad	لين العريكة	a
awn4-e7568425ceb60	بريانثوس	n
awn4-e75696be3bc4d	فِي الوَقْتِ المُنَاسِب	s
awn4-e756981aabb21	مئذنة	n
awn4-e756aa6686753	مُسجَّل	a
awn4-e756ac596067d	حمية الماكروبيوتيك	n
awn4-e756ad3c06c52	شجرة المرآة	n
awn4-e756b27ddf81e	استئصال البواسير	n
awn4-e756b3d7ab98b	جدار الصمت	n
awn4-e756bd322efd3	كيميائياً حيوياً	r
awn4-e756bdedd44be	درامياً	r
awn4-e756c82aa27ef	باب داخلي	n
awn4-e756c95287f25	أمام الشرج	a
awn4-e756d1dd9d746	بشكل مغرض	r
awn4-e756d41f69332	قسم تجاري	n
awn4-e756d70c418ab	حمض الإيثاكرينيك	n
awn4-e756db4a96a08	غَيْر مُسْتَهْجَن	s
awn4-e756dc16119de	قحط	n
awn4-e756e562ecc91	تلبد الغيوم	n
awn4-e756ecd4966cc	مسير تدريبي	n
awn4-e756f4fdf1075	بيروج	n
awn4-e756f8de874c8	جاك لندن	n
awn4-e756fe28ea3df	لمسة	n
awn4-e756fedaa953a	دواء ذو علامة تجارية	n
awn4-e7570399de845	جزازة العشب	n
awn4-e75708357b402	مَفَاهِيمِيّ	s
awn4-e757138f18eb5	شيطاني	a
awn4-e7571c010de81	أسبرين مخفف	n
awn4-e7573b2ce332d	ماريا جوبرت ماير	n
awn4-e7573bdeb0c61	انطلاق	n
awn4-e7574be14c273	قسيمة أريمية	n
awn4-e75762beef09b	أخوة الدم	n
awn4-e757674c023b9	الصحراء الهندية الكبرى	n
awn4-e75772d592761	شجرة التونكا	n
awn4-e7578321b86d8	عالج بجرعة	v
awn4-e7578b17ba020	الكابيتول	n
awn4-e75795bb61d6a	مواء	n
awn4-e7579ba58b2a4	رعاية اجتماعية	n
awn4-e757a52765c8b	اسْتِشْفائِيّ	s
awn4-e757b1d47dc3e	مُنْحَرِف النَّغْمَة	s
awn4-e757b38cf79d9	جنس الخمان	n
awn4-e757b7c92d0f3	لفحة الطوق	n
awn4-e757b82a470e5	أَثَر	n
awn4-e757b844b2931	سباق ترفيهي	n
awn4-e757ba117bd00	سيتيسوس	n
awn4-e757c5804038e	بِهَذِهِ الدَّرَجَة	s
awn4-e757c5a563541	عَبَّأَ (نَمُوذَجًا)	v
awn4-e757ca0aa6e38	بضع الأنف	n
awn4-e757ce43f9b06	كِسْوَة شَعْر	n
awn4-e757cec4e8480	متنزه بوابات القطب الشمالي الوطني	n
awn4-e757d17f54023	اندفاع قسري	n
awn4-e757d3db95fc9	الفصيلة القرمية	n
awn4-e757db27f8bb0	حمام السيدات	n
awn4-e757e224df044	فتزجيرالد	n
awn4-e757f5aa9db0a	محرر نصوص	n
awn4-e757f6e835498	كَشَّرَ	v
awn4-e75803658d98f	مواصلات	n
awn4-e75803ca90a27	تيه	n
awn4-e75804c627ed7	سيليبريكس	n
awn4-e758055fdc989	قَيْدَ الاِخْتِبَار	s
awn4-e75808bace540	غرفة الصدى	n
awn4-e75809b02548f	لمح البصر	n
awn4-e7581ec537450	رطوبة شديدة	n
awn4-e7581fbf37306	اسْتَقَلَّ	v
awn4-e7581fe299d3b	مِثالِيّ	n
awn4-e75824360bd26	انغمس في المتعة	v
awn4-e75826684d819	مرافق الفارس	n
awn4-e7582bafe1c1a	حماض تنفسي	n
awn4-e758300f44223	جون بوردون سانديرسون هالدين	n
awn4-e7584ab16cc21	شجيرة النار	n
awn4-e7584c2c7e438	جندي مشاة البحرية	n
awn4-e7585403fa071	خُرَاطَة	n
awn4-e7585afcca610	سيليش	n
awn4-e7585ee4a3bca	بيرغن بيلسن	n
awn4-e75872681b082	جندي كونفدرالي	n
awn4-e75873439c2b6	ذو جسد	a
awn4-e75887f4682d7	صريمة الجدي الإيطالية	n
awn4-e7589fcd7b831	غَيْرُ مُحَمَّص	s
awn4-e758a8fc91475	مهارة استخدام السيف	n
awn4-e758aebf08055	يوم الأربعاء	n
awn4-e758cfc28de79	تجددي	a
awn4-e758dbde4f14c	جنس فيلوكلادوس	n
awn4-e758ddd6af57d	نفي مزدوج	n
awn4-e758ea0b3a2e6	الطاجيكية	n
awn4-e758eb6662561	حميض عريض الأوراق	n
awn4-e758f25c979c6	صدري	a
awn4-e7591af30113a	ميرتيلوكاكتوس	n
awn4-e7592c65a4801	زي رسمي	n
awn4-e7592f5f59f26	قناعة	n
awn4-e75954edafe68	تَكَلَّمَ بِغُرُورٍ	v
awn4-e7595d87cd77b	شريان وجهي	n
awn4-e75961e8076fa	مونتيز	n
awn4-e7596b9483fbc	حير	v
awn4-e7596f993c6ac	خلية	n
awn4-e7597a80e9777	تفرّج	v
awn4-e7597d343f7f7	هرس	v
awn4-e759855f82959	ماثيو بيري	n
awn4-e7598e9a379cc	جَبَلِيّ	s
awn4-e75990bfdb905	لوريل	n
awn4-e75990d741aee	أعرض عن	v
awn4-e759972485841	حيوان مُصوِّت	n
awn4-e7599b6d7a2b0	منجم سطحي	n
awn4-e759a48efc874	أبخص	n
awn4-e759a55c4a64a	مُنْغَلِق	s
awn4-e759ae371442c	دردار جيرسي	n
awn4-e759afe66f985	مُعَدَّل تَغَيُّر التَّسَارُع	n
awn4-e759b124ffb49	حجر غريني	n
awn4-e759c1d9dabee	حمل الفصح	n
awn4-e759c5be74e64	ثُنَائِيّ الجَانِب	s
awn4-e759c7561cc89	صادَفَ أَنْ	v
awn4-e759c8258e39f	سرية الاتصالات الزوجية	n
awn4-e759d47759ded	أَخْضَر مُزْرَقّ	s
awn4-e759dc3bb5984	مرتاد دائم	n
awn4-e759e3b9cafc4	خلل كروموسومي	n
awn4-e759e5cbcc498	زقورة	n
awn4-e759ed7b48f8e	بشكل تخريبي	r
awn4-e759f8959f171	منطقة وسطى	n
awn4-e759fd2a6387b	قاعدة أولى	n
awn4-e75a072bd592e	قلّد شخصية	v
awn4-e75a0b4e16fd8	رابطة المشجعين	n
awn4-e75a0c613718f	غُمُوض مُخِيف	n
awn4-e75a19660e304	أسمنت	n
awn4-e75a259cbb493	رحلة ذهاب وعودة	n
awn4-e75a2dea33722	ذكر	a
awn4-e75a3573e3a27	طب الأعشاب	n
awn4-e75a377a4c724	جنس نيفروليبس	n
awn4-e75a38c7ac74e	حارس قضائي	n
awn4-e75a3e52b4974	كواسيا جامايكية	n
awn4-e75a49d42a7d8	مبرد متوازي الحواف	n
awn4-e75a4b43322bb	وحدة نقدية نيكاراغوية	n
awn4-e75a4b471831d	أورمولو	n
awn4-e75a52ec706b0	بالون اختبار	n
awn4-e75a5783d56d1	عقاب البحر	n
awn4-e75a6b59f367b	نشّط	v
awn4-e75a7960ad240	نصف شهر	n
awn4-e75a817302192	مفيستوفيليس	n
awn4-e75a890624b50	لاميسيل	n
awn4-e75a947975d16	لين العظام	n
awn4-e75a9bba1c6f7	بشكل شنيع	r
awn4-e75aa413f5734	جار كلوي	a
awn4-e75aac4f98e05	كماشة تخريم	n
awn4-e75ab07cb458f	علامة المد المنخفض	n
awn4-e75ab481dee20	جمهورية مالي	n
awn4-e75ac1c1a1168	أَعَادَ الاقْتِبَاس	v
awn4-e75ad5fb211ba	بلغمي	a
awn4-e75ae907e07c7	بشكل متصل	r
awn4-e75aeb57ee65c	قرب العهد	n
awn4-e75b0479b3392	بيف ستيك	n
awn4-e75b21f0a0512	فصيلة التيتانوصوريات	n
awn4-e75b22e5643c2	دوريان	n
awn4-e75b27356846a	مشرك	n
awn4-e75b2da2d8eb6	لافتة حاملة	n
awn4-e75b2dccf3fbd	جَحِيمِيَّة	n
awn4-e75b3cd75a5c5	مَسَخَ	v
